19 | Q4
19 Q4 Q16 D4 D16 K4 C6 F4 B4 Q10 R3 Q3 R4 R5 S5 S6 | R6
19 Q4 Q16 D4 D16 K4 C6 F4 B4 Q10 R3 Q3 R4 R5 S5 S6 R6 | Q5
19 Q4 Q16 D4 D16 K4 C6 F4 B4 Q10 R3 Q3 R4 R5 S5 S6 R6 Q5 | S7
19 Q4 Q16 D4 D16 K4 C6 F4 B4 Q10 R3 Q3 R4 R5 S5 S6 R6 Q5 S7 | Q6
19 Q4 Q16 D4 D16 K4 C6 F4 B4 Q10 R3 Q3 R4 R5 S5 S6 R6 Q5 S7 Q6 | T6
19 Q4 Q16 D4 D16 K4 C6 F4 B4 Q10 R3 Q3 R4 R5 S5 S6 R6 Q5 S7 Q6 T6 | R7
19 Q4 Q16 D4 D16 K4 C6 F4 B4 Q10 R3 Q3 R4 R5 S5 S6 R6 Q5 S7 Q6 T6 R7 | S6
19 Q4 Q16 D4 D16 K4 C6 F4 B4 Q10 C3 | R14
19 Q4 Q16 D4 D16 K4 C6 F4 B4 R14 | O17
19 Q4 Q16 D4 D16 K4 C6 F4 B4 R14 O17 | Q10
19 Q4 Q16 D4 D16 K4 C6 F4 B4 R14 O17 Q10 | R3
19 Q4 Q16 D4 D16 K4 C6 F4 B4 R14 O17 Q10 R3 | Q3
19 Q4 Q16 D4 D16 K4 C6 F4 B4 R14 O17 Q10 R3 Q3 | R4
19 Q4 Q16 D4 D16 K4 C6 F4 B4 R14 O17 Q10 R3 Q3 R4 | R6
19 Q4 Q16 D4 D16 K4 C6 F4 B4 R14 O17 Q10 R3 Q3 R4 R6 | S6
19 Q4 Q16 D4 D16 K4 C6 F4 B4 C3 | C9
19 Q4 Q16 D4 D16 K4 C6 F4 B4 C3 C9 | Q10
19 Q4 Q16 D4 D16 K4 C6 F4 D10 | Q10
19 Q4 Q16 D4 D16 K4 C6 F4 D10 Q10 | R12
19 Q4 Q16 D4 D16 K4 C6 F4 D10 Q10 R12 | F17
19 Q4 Q16 D4 D16 K4 C6 F4 D10 Q10 R12 F17 | H17
19 Q4 Q16 D4 D16 K4 C6 F4 D10 Q10 R12 F17 H17 | C17
19 Q4 Q16 D4 D16 K4 C6 F4 D10 Q10 R12 F17 H17 C17 | C16
19 Q4 Q16 D4 D16 K4 C6 F4 D10 Q10 R12 F17 H17 C17 C16 | D17
19 Q4 Q16 D4 D16 K4 C6 F4 D10 Q10 R12 F17 H17 C17 C16 D17 | E16
19 Q4 Q16 D4 D16 K4 C6 F4 D10 Q10 R12 P12 | R14
19 Q4 Q16 D4 D16 K4 C6 F4 D10 Q10 R12 P12 R14 | O4
19 Q4 Q16 D4 D16 K4 C6 F4 D10 Q10 R12 P12 R14 O4 | Q8
19 Q4 Q16 D4 D16 K4 C6 F4 D10 Q10 R12 P12 R14 O4 Q8 | R11
19 Q4 Q16 D4 D16 K4 C6 F4 D10 Q10 R12 P12 R14 O4 Q8 R11 | Q12
19 Q4 Q16 D4 D16 K4 C6 F4 D10 Q10 R12 K17 | H17
19 Q4 Q16 D4 D16 K4 C6 F4 D10 Q10 R12 K17 H17 | O17
19 Q4 Q16 D4 D16 K4 C6 F4 D10 Q10 R12 K16 | H17
19 Q4 Q16 D4 D16 K4 C6 F4 D10 Q10 R12 K16 H17 | H15
19 Q4 Q16 D4 D16 K4 C6 F4 D10 Q10 R12 K16 H17 H15 | F17
19 Q4 Q16 D4 D16 K4 C6 F4 D10 Q10 R12 K16 H17 H15 F17 | P12
19 Q4 Q16 D4 D16 K4 C6 F4 D10 Q10 R12 K16 H17 H15 F17 P12 | R14
19 Q4 Q16 D4 D16 K4 C6 F4 D10 Q10 K16 | Q14
19 Q4 Q16 D4 D16 K4 C6 F4 D10 Q10 K16 Q14 | O16
19 Q4 Q16 D4 D16 K4 C6 F4 D10 Q10 K16 Q14 O16 | O14
19 Q4 Q16 D4 D16 K4 C6 F4 D10 Q10 K16 Q14 O16 O4 | K10
19 Q4 Q16 D4 D16 K4 C6 F4 D10 Q10 Q13 | F17
19 Q4 Q16 D4 D16 K4 C6 F4 D10 Q10 Q13 F17 | H17
19 Q4 Q16 D4 D16 K4 C6 F4 D10 Q10 Q13 F17 H17 | C17
19 Q4 Q16 D4 D16 K4 C6 F4 D10 Q10 Q13 F17 H17 C17 | C16
19 Q4 Q16 D4 D16 K4 C6 F4 D10 Q10 Q13 F17 H17 C17 C16 | D17
19 Q4 Q16 D4 D16 K4 C6 F4 D10 Q10 Q13 F17 H17 C17 C16 D17 | E16
19 Q4 Q16 D4 D16 K4 C6 F4 D10 Q10 Q13 F17 H17 C17 C16 D17 E16 | B17
19 Q4 Q16 D4 D16 K4 C6 F4 D10 Q10 Q13 F17 H17 C17 C16 D17 E16 B17 | F16
19 Q4 Q16 D4 D16 K4 C6 F4 D10 Q10 Q13 F17 H17 C17 C16 D17 E16 B17 F16 | F18
19 Q4 Q16 D4 D16 K4 C6 F4 D10 K17 | R6
19 Q4 Q16 D4 D16 K4 C6 F4 D10 K17 R6 | R8
19 Q4 Q16 D4 D16 K4 C6 F4 D10 K17 R6 R8 | R3
19 Q4 Q16 D4 D16 K4 C6 F4 D10 K17 R6 R8 R3 | Q3
19 Q4 Q16 D4 D16 K4 C6 F4 D10 K17 R6 R8 R3 Q3 | R4
19 Q4 Q16 D4 D16 K4 C6 F4 D10 K17 R6 R8 R3 Q3 R4 | Q5
19 Q4 Q16 D4 D16 K4 C6 F4 D10 K17 R6 R8 R3 Q3 R4 Q5 | S6
19 Q4 Q16 D4 D16 K4 C6 F4 D10 K17 R6 R8 R3 Q3 R4 Q5 S6 | P7
19 Q4 Q16 D4 D16 K4 C6 F4 R6 | O4
19 Q4 Q16 D4 D16 K4 C6 F4 R6 O4 | K16
19 Q4 Q16 D4 D16 K4 C6 F4 R6 O4 K16 | Q10
19 Q4 Q16 D4 D16 K4 C6 F4 R6 O4 K16 Q10 | R4
19 Q4 Q16 D4 D16 K4 C6 F4 R6 O4 K16 Q10 R4 | R3
19 Q4 Q16 D4 D16 K4 C6 F4 R6 O4 K16 Q10 R4 R3 | S3
19 Q4 Q16 D4 D16 K4 C6 F4 R6 O4 K16 Q10 R4 R3 S3 | R5
19 Q4 Q16 D4 D16 K4 C6 F4 R6 O4 K16 Q10 R4 R3 S3 R5 | S4
19 Q4 Q16 D4 D16 K4 C6 F4 R6 O4 K16 Q10 R4 R3 S3 R5 S4 | Q5
19 Q4 Q16 D4 D16 K4 C6 F4 R6 O4 K16 Q10 R4 R3 S3 R5 S4 Q5 | S5
19 Q4 Q16 D4 D16 K4 C6 F4 R6 C5 | D10
19 Q4 Q16 D4 D16 K4 C6 F4 R6 C5 D10 | D6
19 Q4 Q16 D4 D16 K4 C6 F4 R6 C5 D10 D6 | O3
19 Q4 Q16 D4 D16 K4 C6 F4 R6 C5 C10 | B6
19 Q4 Q16 D4 D16 K4 C6 F4 R6 C5 C10 B6 | O3
19 Q4 Q16 D4 D16 K4 C6 F4 R6 C5 C10 B6 O3 | P5
19 Q4 Q16 D4 D16 K4 C6 F4 R6 C5 C10 B6 O3 P5 | R3
19 Q4 Q16 D4 D16 K4 C6 F4 R6 R8 | R3
19 Q4 Q16 D4 D16 K4 C6 F4 R6 R8 R3 | Q3
19 Q4 Q16 D4 D16 K4 C6 F4 R6 R8 R3 Q3 | R4
19 Q4 Q16 D4 D16 K4 C6 F4 R6 R8 R3 Q3 R4 | Q5
19 Q4 Q16 D4 D16 K4 C6 F4 R6 P5 | D10
19 Q4 Q16 D4 D16 K4 C6 F4 C9 | Q10
19 Q4 Q16 D4 D16 K4 C6 F4 C9 Q10 | R12
19 Q4 Q16 D4 D16 K4 C6 F4 C9 Q10 R12 | F17
19 Q4 Q16 D4 D16 K4 C6 F4 C9 Q10 R12 F17 | J16
19 Q4 Q16 D4 D16 K4 C6 F4 C9 Q10 R12 F17 J16 | C17
19 Q4 Q16 D4 D16 K4 C6 F4 C9 Q10 R12 F17 J16 C17 | D17
19 Q4 Q16 D4 D16 K4 C6 F4 C9 Q10 R12 F17 J16 C17 D17 | C16
19 Q4 Q16 D4 D16 K4 C6 F4 C9 Q10 R12 F17 J16 C17 D17 C16 | D15
19 Q4 Q16 D4 D16 K4 C6 F4 C9 Q10 R12 F17 J16 C17 D17 C16 D15 | D18
19 Q4 Q16 D4 D16 K4 C6 F4 C9 Q10 R12 F17 J16 C17 D17 C16 D15 D18 | E18
19 Q4 Q16 D4 D16 K4 C6 F4 C9 Q10 R12 F17 J16 C17 D17 C16 D15 D18 E18 | C18
19 Q4 Q16 D4 D16 K4 C6 F4 C9 Q10 R12 F17 J16 C17 D17 C16 D15 D18 E18 C18 | E17
19 Q4 Q16 D4 D16 K4 C6 F4 C9 Q10 R12 F17 J16 C17 D17 C16 D15 D18 E18 C18 E17 | C14
19 Q4 Q16 D4 D16 K4 C6 F4 C9 Q10 R12 F17 J16 C17 D17 C16 D15 D18 E18 C18 E17 C14 | R6
19 Q4 Q16 D4 D16 K4 C6 F4 C9 R14 | Q11
19 Q4 Q16 D4 D16 K4 C6 F4 D9 | Q10
19 Q4 Q16 D4 D16 K4 C6 F4 D9 Q10 | R12
19 Q4 Q16 D4 D16 K4 C6 F4 D9 Q10 K16 | C14
19 Q4 Q16 D4 D16 K4 C6 F4 D9 R14 | Q11
19 Q4 Q16 D4 D16 K4 C6 F4 C10 | Q10
19 Q4 Q16 D4 D16 K4 C6 R14 | O17
19 Q4 Q16 D4 D16 K4 C6 R14 Q11 | P14
19 Q4 Q16 D4 D16 K4 C6 R14 Q11 P14 | O16
19 Q4 Q16 D4 D16 K4 C6 R14 Q11 P14 O16 | Q9
19 Q4 Q16 D4 D16 K4 C6 R14 Q11 P14 O16 Q9 | O11
19 Q4 Q16 D4 D16 K4 C6 R14 Q11 P14 O16 Q9 O11 | N14
19 Q4 Q16 D4 D16 K4 C6 R14 Q11 P14 O16 S16 | R17
19 Q4 Q16 D4 D16 K4 C6 R14 Q11 P14 O16 S16 R17 | S11
19 Q4 Q16 D4 D16 K4 C6 R14 O16 | Q10
19 Q4 Q16 D4 D16 K4 C6 R14 R12 | P14
19 Q4 Q16 D4 D16 K4 C6 C8 | C3
19 Q4 Q16 D4 D16 K4 C6 C8 C3 | D3
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 | C4
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 | D5
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 | D6
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 | C5
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 | B5
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 | B4
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 | B3
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 | B6
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 B6 | A4
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 B6 A4 | E6
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 B6 A4 E6 | B7
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 B6 A4 E6 B7 | D7
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 B6 A4 E6 B7 D7 | A6
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 B6 A4 E6 B7 D7 A6 | F7
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 B6 A4 E6 B7 D7 A6 F7 | R6
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 B6 A4 E6 B7 D7 A6 F7 R6 | P5
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 B6 A4 E6 B7 D7 A6 F7 R6 O3 | R9
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 B6 A4 E6 B7 D7 A6 F7 R6 O3 R9 | O17
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 B6 A4 E6 B7 D7 A6 F7 R6 O3 R9 O17 | Q14
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 B6 A4 E6 B7 D7 A6 F7 R6 O3 R9 O17 Q14 | Q18
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 B6 A4 E6 B7 D7 A6 F7 R6 O3 R9 O17 Q14 Q18 | E8
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 B6 A4 E6 B7 D7 A6 F7 R6 O3 R9 O17 Q14 Q18 E8 | F8
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 B6 A4 E6 B7 D7 A6 F7 R6 O3 R9 O17 Q14 Q18 E8 F8 | N17
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 B6 A4 E6 B7 D7 A6 F7 R6 O3 R9 O17 Q14 Q18 E8 F8 N17 | N16
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 B6 A4 E6 B7 D7 A6 F7 R6 O3 R9 O17 Q14 Q18 E8 F8 N17 N16 | M17
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 B6 A4 E6 B7 D7 A6 F7 R6 O3 R9 O17 Q14 Q18 E8 F8 N17 N16 M17 | M16
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 B6 A4 E6 B7 D7 A6 F7 R6 O3 R9 O17 Q14 Q18 E8 F8 N17 N16 M17 M16 | L17
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 B6 A4 E6 B7 D7 A6 F7 R6 O3 R9 O17 Q14 Q18 E8 F8 N17 N16 M17 M16 L17 | P16
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 B6 A4 E6 B7 D7 A6 F7 R6 O3 R9 O17 Q14 Q18 E8 F8 N17 N16 M17 M16 L17 P16 | Q17
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 B6 A4 E6 B7 D7 A6 F7 R6 O3 R9 O17 Q14 Q18 E8 F8 N17 N16 M17 M16 L17 P16 Q17 | Q15
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 B6 A4 E6 B7 D7 A6 F7 R6 O3 R9 O17 Q14 Q18 E8 F8 N17 N16 M17 M16 L17 P16 Q17 Q15 | R15
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 B6 A4 E6 B7 D7 A6 F7 R6 O3 R9 O17 Q14 Q18 E8 F8 N17 N16 M17 M16 L17 P16 Q17 Q15 R15 | P15
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 B6 A4 E6 B7 D7 A6 F7 R6 O3 R9 O17 Q14 Q18 E8 F8 N17 N16 M17 M16 L17 P16 Q17 Q15 R15 P15 | R13
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 B6 A4 E6 B7 D7 A6 F7 R6 O3 R9 O17 Q14 Q18 E8 F8 N17 N16 M17 M16 L17 P16 Q17 Q15 R15 P15 R13 | R18
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 B6 A4 E6 B7 D7 A6 F7 R6 O3 R9 O17 Q14 Q18 E8 F8 N17 N16 M17 M16 L17 P16 Q17 Q15 R15 P15 R13 R18 | S17
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 B6 A4 E6 B7 D7 A6 F7 R6 O3 R9 O17 Q14 Q18 E8 F8 N17 N16 M17 M16 L17 P16 Q17 Q15 R15 P15 R13 R18 S17 | O18
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 B6 A4 E6 B7 D7 A6 F7 R6 O3 R9 O17 Q14 Q18 E8 F8 N17 N16 M17 M16 L17 P16 Q17 Q15 R15 P15 R13 R18 S17 O18 | H17
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 B6 A4 E6 B7 D7 A6 F7 R6 O3 R9 O17 Q14 Q18 E8 F8 N17 N16 M17 M16 L17 P16 Q17 Q15 R15 P15 R13 R18 S17 O18 H17 | Q6
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 B6 A4 B7 | F6
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 B6 A4 B7 F6 | G4
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 B6 A4 B7 F6 G4 | F9
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 B6 A4 B7 F6 G4 F9 | C11
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 D6 C5 B5 B4 B3 B6 A4 B7 F6 G4 F9 C11 | H6
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 B6 | E7
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 B6 E7 | R6
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 B6 E7 R6 | P5
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 B6 E7 R6 P5 | R3
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 B6 E7 R6 P5 R3 | R4
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 B6 E7 R6 P5 R3 R4 | Q3
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 B6 E7 R6 P5 R3 R4 Q3 | O3
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 B6 E7 R6 P5 R3 R4 Q3 O3 | O2
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 B6 E7 R6 P5 R3 R4 Q3 O3 O2 | N2
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 B6 E7 R6 P5 R3 R4 Q3 O3 O2 N2 | P2
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 B6 E7 R6 P5 R3 R4 Q3 O3 O2 N2 P2 | N3
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 B6 E7 R6 P5 R3 R4 Q3 O3 O2 N2 P2 N3 | S4
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 B6 E7 R6 P5 R3 R4 Q3 O3 O2 N2 P2 N3 S4 | S5
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 B6 E7 R6 P5 R3 R4 Q3 O3 O2 N2 P2 N3 S4 S5 | S3
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 B6 E7 R6 P5 R3 R4 Q3 O3 O2 N2 P2 N3 S4 S5 S3 | O17
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 B6 E7 R6 P5 R3 R4 Q3 O3 O2 N2 P2 N3 S4 S5 S3 K17 | F17
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 B6 E7 R6 P5 R3 R4 Q3 O3 O2 N2 P2 N3 S4 S5 S3 K17 F17 | N17
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 B6 E7 R6 P5 R3 R4 Q3 O3 O2 N2 P2 N3 S4 S5 S3 K17 F17 N17 | R14
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 B6 E7 R6 P5 R3 R4 Q3 O3 O2 N2 P2 N3 S4 S5 S3 K17 F17 N17 R14 | Q13
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 B6 E7 R6 P5 R3 R4 Q3 O3 S4 | S5
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 B6 E7 R6 P5 R3 R4 Q3 O3 S4 S5 | S3
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 B6 E7 R6 P5 R3 R4 Q3 O3 S4 S5 S3 | R5
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 B6 E7 R6 P5 R3 R4 Q3 O3 S4 S5 S3 R5 | O2
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 B6 E7 R6 P5 R3 R4 Q3 O3 S4 S5 S3 R5 O2 | N2
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 B6 E7 R6 P5 R3 R4 Q3 O3 S4 S5 S3 R5 O2 N2 | P2
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 C2 | D6
19 Q4 Q16 D4 D16 K4 C6 C8 C3 D3 C4 D5 C2 D6 | B6
19 Q4 Q16 D4 D16 K4 C6 C8 E6 | F4
19 Q4 Q16 D4 D16 K4 C6 C8 E6 F4 | D9
19 Q4 Q16 D4 D16 K4 C6 C8 D8 | D9
19 Q4 Q16 D4 D16 K4 C6 C8 D8 D9 | D7
19 Q4 Q16 D4 D16 K4 C6 Q10 | F3
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 | E5
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 E5 | C3
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 E5 C3 | D3
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 E5 C3 D3 | C4
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 E5 C3 D3 C4 | D7
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 E5 C3 D3 C4 D7 | D5
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 E5 C3 D3 C4 D7 D5 | E4
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 E5 C3 D3 C4 D7 D5 E4 | D2
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 E5 C3 D3 C4 D7 D5 E4 D2 | E2
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 E5 C3 D3 C4 D7 D5 E4 D2 E2 | C2
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 E5 C3 D3 C4 D7 D5 E4 D2 E2 C2 | G4
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 E5 C3 D3 C4 D7 D5 E4 D2 E2 C2 G4 | R12
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 E5 C3 D3 C4 D7 D5 E4 D2 E2 C2 G4 R12 | P12
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 E5 C3 D3 C4 D7 D5 E4 D2 E2 C2 G4 R12 P12 | R14
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 E5 C3 D3 C4 D7 D5 E4 D2 E2 C2 G4 R12 P12 R14 | O4
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 E5 C3 D3 C4 D7 D5 E4 D2 E2 C2 G4 R12 P12 R14 O4 | K16
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 E5 C3 D3 C4 D7 D5 E4 E6 | D6
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 E5 C3 D3 C4 D7 D5 E4 E6 D6 | C5
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 E5 C3 D3 C4 D7 D5 E4 E6 D6 C5 | G4
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 E5 C3 D3 C4 D7 D5 E4 E6 D6 C5 G4 | F6
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 E5 C3 D3 C4 D7 D5 E4 E6 D6 C5 G4 F6 | C7
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 E5 C3 D3 C4 D7 D5 E4 E6 D6 C5 G4 F6 C7 | D2
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 E5 C3 D3 C4 D7 D5 E4 E6 D6 C5 G4 F6 C7 D2 | G5
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 E5 C3 D3 C4 D7 D5 E4 E6 D6 C5 G4 F6 C7 D2 G5 | G8
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 E5 C3 D3 C4 D7 D5 D6 | C5
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 E5 C3 D3 C4 D7 D5 D6 C5 | E4
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 D6 | D7
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 D6 D7 | E6
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 D6 D7 E6 | C3
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 D6 D7 E6 C3 | C5
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 D6 D7 E6 C3 C5 | C7
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 D6 D7 E6 C3 C5 C7 | D3
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 D6 D7 E6 C3 C5 C7 D3 | D2
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 D6 D7 E6 C3 C5 C7 D3 D2 | E7
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 D6 D7 E6 C3 C5 C7 D3 D2 E7 | B2
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 D6 D7 E6 C3 C5 C7 D3 D2 E7 B2 | B4
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 D6 D7 E6 C3 C5 C7 D3 D2 E7 B2 B4 | E8
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 D6 D7 E6 C3 C5 C7 D3 D2 E7 B2 B4 E8 | F8
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 D6 D7 E6 C3 C5 C7 D3 D2 E7 B2 B4 E8 F8 | E9
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 D6 D7 E6 C4 | C3
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 D6 D7 E6 C4 C3 | C5
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 E3 | F4
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 E3 F4 | D6
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 E3 F4 D6 | D7
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 E3 F4 D6 D7 | E6
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 F4 | G4
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 F4 G4 | F5
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 F4 G4 F5 | D3
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 F4 G4 F5 D3 | E3
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 F4 G4 F5 D3 E3 | E2
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 F4 G4 F5 D3 E3 E2 | E4
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 F4 G4 F5 D3 E3 E2 E4 | G2
19 Q4 Q16 D4 D16 K4 C6 Q10 F3 F4 G4 F5 D3 E3 E2 E4 G2 | C3
